0:00,The digital universe will grow from 3.2 zettabytes to 40 zettabytes in only six years.
0:10,"Every day, we create 2.5 quintillion bytes of data — so much that 90% of the data in the world today has been created in the last two years alone. "
0:45,The volume of data created by U.S. companies alone each year is enough to fill ten thousand Libraries of Congress.
1:45,Facebook puts up over 10 million photographs every hour and around 3 billion ‘like’ buttons are pushed everyday
2:00,48 hours of video are uploaded to YouTube every minute
2:35,"By 2015, 4.4 million IT jobs globally will be created to support big data, generating 1.9 million IT jobs in the United States."
